name,price,url,image_url,type,size,vivino_score,store
Dourthe Sauternes grands terroirs,8.99,https://www.ah.be/producten/product/wi169916/dourthe-sauternes-grands-terroirs,https://static.ah.nl/dam/product/AHI_3577796a7a566c78515f432d386b4666794e5f766e67?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.7,Albert Heijn
Viñas del Vero Luces blanco,5.99,https://www.ah.be/producten/product/wi365522,https://static.ah.nl/dam/product/AHI_434d50353433373136?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.5,Albert Heijn
Settesoli Pinot grigio wijntap,13.49,https://www.ah.be/producten/product/wi455490/settesoli-pinot-grigio-wijntap,https://static.ah.nl/dam/product/AHI_4354523130313834313136?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.5,Albert Heijn
La Tulipe Sauvignon blanc,6.99,https://www.ah.be/producten/product/wi99211,https://static.ah.nl/dam/product/AHI_4354523130303332393133?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.2,Albert Heijn
Thierry Vaute Muscat de beaumes de venise,8.99,https://www.ah.be/producten/product/wi160463/thierry-vaute-muscat-de-beaumes-de-venise,https://static.ah.nl/dam/product/AHI_4354523130313833333034?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.5,Albert Heijn
Penfolds Koonunga hill chardonnay,9.99,https://www.ah.be/producten/product/wi93724,https://static.ah.nl/dam/product/AHI_43545239373834363636?revLabel=3&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.6,Albert Heijn
Frontera Sauvignon blanc-pedro jiménez,4.99,https://www.ah.be/producten/product/wi129653,https://static.ah.nl/dam/product/AHI_5a6e715678475845545657726f746c72583542617a77?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.7,Albert Heijn
Zuccardi Brazos chardonnay,9.99,https://www.ah.be/producten/product/wi401926/zuccardi-brazos-chardonnay,https://static.ah.nl/dam/product/AHI_4354523130313933393034?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.3,Albert Heijn
Zuccardi Chardonnay,12.99,https://www.ah.be/producten/product/wi401936,https://static.ah.nl/dam/product/AHI_765a5636665f59345138575a525f7438484973486241?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.7,Albert Heijn
Antonin Rodet Mâcon-villages blanc,11.99,https://www.ah.be/producten/product/wi365803,https://static.ah.nl/dam/product/AHI_434d50323033363734?revLabel=5&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.4,Albert Heijn
Berberana Dragon verdejo viura,6.49,https://www.ah.be/producten/product/wi184958/berberana-dragon-verdejo-viura,https://static.ah.nl/dam/product/AHI_43545239373236323138?revLabel=4&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.1,Albert Heijn
AH Excellent Selectie rueda verdejo palacio almirante,3.99,https://www.ah.be/producten/product/wi570833/ah-excellent-selectie-rueda-verdejo-palacio-almirante,https://static.ah.nl/dam/product/AHI_4354523130313839373538?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.6,Albert Heijn
Les Folies Menetou-salon les folies blanc,14.99,https://www.ah.be/producten/product/wi124123/les-folies-menetou-salon-les-folies-blanc,https://static.ah.nl/dam/product/AHI_434d50313435323538?revLabel=3&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.5,Albert Heijn
E. Guigal Côtes du rhône blanc,11.99,https://www.ah.be/producten/product/wi234670,https://static.ah.nl/dam/product/AHI_434d50313739313239?revLabel=3&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.7,Albert Heijn
Antonin Rodet Saint-Veran,17.99,https://www.ah.be/producten/product/wi367515/antonin-rodet-saint-veran,https://static.ah.nl/dam/product/AHI_4354523130313933323436?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.6,Albert Heijn
AH Excellent Selectie touraine sauvignon blanc,5.49,https://www.ah.be/producten/product/wi440917/ah-excellent-selectie-touraine-sauvignon-blanc,https://static.ah.nl/dam/product/AHI_4b525436303032353536?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.8,Albert Heijn
Cecchi La mora maremma toscana,7.99,https://www.ah.be/producten/product/wi225280,https://static.ah.nl/dam/product/AHI_4354523130313930343438?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.5,Albert Heijn
Aliwen Sauvignon blanc reserva,6.99,https://www.ah.be/producten/product/wi128233,https://static.ah.nl/dam/product/AHI_43545239353633373036?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.4,Albert Heijn
Constantia Uitsig Semillon,18.99,https://www.ah.be/producten/product/wi570712/constantia-uitsig-semillon,https://static.ah.nl/dam/product/AHI_4354523130313930393839?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,4.0,Albert Heijn
Constantia Uitsig Chardonnay,18.99,https://www.ah.be/producten/product/wi570713/constantia-uitsig-chardonnay,https://static.ah.nl/dam/product/AHI_4354523130313833363333?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.7,Albert Heijn
Cave de Beblenheim Gewürztraminer,7.99,https://www.ah.be/producten/product/wi67574/cave-de-beblenheim-gewurztraminer,https://static.ah.nl/dam/product/AHI_70386a4a7635694752726963566e4e2d6e6b44387341?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.7,Albert Heijn
Cave de Beblenheim Pinot gris,7.99,https://www.ah.be/producten/product/wi128241/cave-de-beblenheim-pinot-gris,https://static.ah.nl/dam/product/AHI_434d50303131343630?revLabel=5&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.6,Albert Heijn
Villa Antinori Bianco Toscana,9.99,https://www.ah.be/producten/product/wi132983/villa-antinori-bianco-toscana,https://static.ah.nl/dam/product/AHI_434d50303237383038?revLabel=4&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.9,Albert Heijn
Tamboerskloof Viognier,15.99,https://www.ah.be/producten/product/wi160509/tamboerskloof-viognier,https://static.ah.nl/dam/product/AHI_43545239393132373737?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.8,Albert Heijn
Settesoli Pinot grigio,5.99,https://www.ah.be/producten/product/wi163546/settesoli-pinot-grigio,https://static.ah.nl/dam/product/AHI_4354523130313835373233?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.5,Albert Heijn
Antonin Rodet Chablis premier cru Montmains,26.99,https://www.ah.be/producten/product/wi193212/antonin-rodet-chablis-premier-cru-montmains,https://static.ah.nl/dam/product/AHI_4354523130313933333633?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.7,Albert Heijn
Rustenberg Sauvignon blanc chardonnay,7.99,https://www.ah.be/producten/product/wi195122/rustenberg-sauvignon-blanc-chardonnay,https://static.ah.nl/dam/product/AHI_434d50313238373033?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.8,Albert Heijn
AH Sauvignon blanc,4.99,https://www.ah.be/producten/product/wi222337,https://static.ah.nl/dam/product/AHI_43545239363738393534?revLabel=3&rendition=200x200_JPG_Q85&fileType=binary,White,Other,,Albert Heijn
Welmoed Pinot grigio,6.79,https://www.ah.be/producten/product/wi371131/welmoed-pinot-grigio,https://static.ah.nl/dam/product/AHI_4354523130313835353534?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.4,Albert Heijn
Jean Dumont Pouilly-fumé,13.99,https://www.ah.be/producten/product/wi396477/jean-dumont-pouilly-fume,https://static.ah.nl/dam/product/AHI_6c5273415842727652452d614b784266726e76693841?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.7,Albert Heijn
Sarmentino Pinot grigio,4.49,https://www.ah.be/producten/product/wi436995/sarmentino-pinot-grigio,https://static.ah.nl/dam/product/AHI_434d5039373830323531?revLabel=3&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.3,Albert Heijn
Mastri Vernacoli Pinot bianco,7.49,https://www.ah.be/producten/product/wi440881/mastri-vernacoli-pinot-bianco,https://static.ah.nl/dam/product/AHI_4354523130313837363236?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.4,Albert Heijn
Porcupine Ridge Chenin blanc,6.99,https://www.ah.be/producten/product/wi440887/porcupine-ridge-chenin-blanc,https://static.ah.nl/dam/product/AHI_434d5039363733303132?revLabel=2&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.6,Albert Heijn
Viverty Sauvignon blanc alcoholvrij,5.99,https://www.ah.be/producten/product/wi465843,https://static.ah.nl/dam/product/AHI_4852756d6636725f513436463472496e7850426f7341?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,2.6,Albert Heijn
Sauvignon Moldavie Sauvignon blanc,4.59,https://www.ah.be/producten/product/wi481233/sauvignon-moldavie-sauvignon-blanc,https://static.ah.nl/dam/product/AHI_4f4d725233756d54515847693845554449626f666d41?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,,Albert Heijn
AH Vol & halfzoete Zuid-Afrikaanse wit tap,11.99,https://www.ah.be/producten/product/wi509392/ah-vol-en-halfzoete-zuid-afrikaanse-wit-tap,https://static.ah.nl/dam/product/AHI_4567674f7363764a51516d7a75354276794679767267?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,,Albert Heijn
Tardia Sweet white wine,4.99,https://www.ah.be/producten/product/wi570698/tardia-sweet-white-wine,https://static.ah.nl/dam/product/AHI_4354523130313839303931?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,4.3,Albert Heijn
Constantia Uitsig Sauvignon blanc,12.99,https://www.ah.be/producten/product/wi570711/constantia-uitsig-sauvignon-blanc,https://static.ah.nl/dam/product/AHI_50384e36677a5f6f513569375169434e3250466e5141?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.8,Albert Heijn
El Maestro Wit,5.49,https://www.ah.be/producten/product/wi570714/el-maestro-wit,https://static.ah.nl/dam/product/AHI_4354523130313838353132?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.8,Albert Heijn
Sella & Mosca La cala vermentino,8.99,https://www.ah.be/producten/product/wi570720/sella-en-mosca-la-cala-vermentino,https://static.ah.nl/dam/product/AHI_555a557969395633514957593765534c695044473351?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.6,Albert Heijn
Welmoed Chenin blanc,9.99,https://www.ah.be/producten/product/wi574204/welmoed-chenin-blanc,https://static.ah.nl/dam/product/AHI_4354523130313837313336?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.5,Albert Heijn
Mooi Kaap Droë steen wijntap,9.99,https://www.ah.be/producten/product/wi586072/mooi-kaap-droe-steen-wijntap,https://static.ah.nl/dam/product/AHI_4354523130313832393239?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,2.8,Albert Heijn
Eco Balance Chardonnay bel,6.99,https://www.ah.be/producten/product/wi588781/eco-balance-chardonnay-bel,https://static.ah.nl/dam/product/AHI_53445549622d6c37525a61476e30397a4c64334d5551?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.4,Albert Heijn
LaCheteau Touraine sauvignon,8.49,https://www.ah.be/producten/product/wi590846/lacheteau-touraine-sauvignon,https://static.ah.nl/dam/product/AHI_4354523130313639363934?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.8,Albert Heijn
LaCheteau Muscadet sevre et maine sur lie AOP,7.99,https://www.ah.be/producten/product/wi590811/lacheteau-muscadet-sevre-et-maine-sur-lie-aop,https://static.ah.nl/dam/product/AHI_4354523130313639363937?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.8,Albert Heijn
"Freixenet 0,0% white wine bel",8.99,https://www.ah.be/producten/product/wi591670/freixenet-0-0-white-wine-bel,https://static.ah.nl/dam/product/AHI_4354523130313936363436?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.4,Albert Heijn
Vermeersch Graffiti wit bib bel,24.99,https://www.ah.be/producten/product/wi597373/vermeersch-graffiti-wit-bib-bel,https://static.ah.nl/dam/product/AHI_74676a47384d7875525f656b7338724b42784d345a41?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Box,,Albert Heijn
La Tulipe Chardonnay,4.29,https://www.ah.be/producten/product/wi599410/la-tulipe-chardonnay,https://static.ah.nl/dam/product/AHI_49335f3056396231526a6542435a7a49643076713277?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.2,Albert Heijn
Ulisse Pinot grigio,9.99,https://www.ah.be/producten/product/wi599730/ulisse-pinot-grigio,https://static.ah.nl/dam/product/AHI_4d64664c794562655347614e707331474d6171435277?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,4.1,Albert Heijn
Cecchi Viognier,8.99,https://www.ah.be/producten/product/wi599709/cecchi-viognier,https://static.ah.nl/dam/product/AHI_3941566d62504c4751486973446248745f6a44416f67?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,White,Other,3.9,Albert Heijn
Sucellos,9.99,https://www.ah.be/producten/product/wi600249/sucellos,https://static.ah.nl/dam/product/AHI_686643365978787152744f5a4f6a34704e424e376241?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Red,Other,3.3,Albert Heijn
Viverty Rosé sparkling alcoholvrij,5.99,https://www.ah.be/producten/product/wi525063,https://static.ah.nl/dam/product/AHI_633744636e58702d516271347564654a726b34556777?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.3,Albert Heijn
Fat bastard Rosé,5.99,https://www.ah.be/producten/product/wi159218,https://static.ah.nl/dam/product/AHI_434d50313431343835?revLabel=3&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.3,Albert Heijn
Lindeman's South africa rosé,5.99,https://www.ah.be/producten/product/wi170801/lindeman-s-south-africa-rose,https://static.ah.nl/dam/product/AHI_4354523130313934323536?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.4,Albert Heijn
Saint Louis De provence rosé,6.99,https://www.ah.be/producten/product/wi228280,https://static.ah.nl/dam/product/AHI_4354523130313930323630?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.8,Albert Heijn
Listel Rosé,5.99,https://www.ah.be/producten/product/wi99153,https://static.ah.nl/dam/product/AHI_4354523130313639363935?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.4,Albert Heijn
AH Vol & halfzoete Zuid-Afrikaanse rosé,4.99,https://www.ah.be/producten/product/wi401920/ah-vol-en-halfzoete-zuid-afrikaanse-rose,https://static.ah.nl/dam/product/AHI_4354523130313838353337?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.0,Albert Heijn
AH Fris & droge Franse huiswijn rosé,4.99,https://www.ah.be/producten/product/wi401918/ah-fris-en-droge-franse-huiswijn-rose,https://static.ah.nl/dam/product/AHI_704438494761763352694b475f574f70686c566a7351?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,,Albert Heijn
Mooi Kaap Rosé,4.29,https://www.ah.be/producten/product/wi365929/mooi-kaap-rose,https://static.ah.nl/dam/product/AHI_434d50303238303834?revLabel=2&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.0,Albert Heijn
Welmoed Rosé,6.79,https://www.ah.be/producten/product/wi121646,https://static.ah.nl/dam/product/AHI_46665a4b736271475261657a6d427a6d42666f517251?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.3,Albert Heijn
AH Pinotage rosé,2.69,https://www.ah.be/producten/product/wi222419/ah-pinotage-rose,https://static.ah.nl/dam/product/AHI_4354523130313932373433?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.6,Albert Heijn
Free Feather Rosé alcoholvrij,5.99,https://www.ah.be/producten/product/wi498150,https://static.ah.nl/dam/product/AHI_43545239373737383335?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,2.3,Albert Heijn
Undurraga Rosé,5.59,https://www.ah.be/producten/product/wi99197,https://static.ah.nl/dam/product/AHI_4354523130313639393937?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.2,Albert Heijn
Wild Pig Syrah rosé,5.99,https://www.ah.be/producten/product/wi127146,https://static.ah.nl/dam/product/AHI_4354523130313033353735?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Red,Other,3.2,Albert Heijn
Faber Sparkling rosé alcoholvrij,4.99,https://www.ah.be/producten/product/wi173541/faber-sparkling-rose-alcoholvrij,https://static.ah.nl/dam/product/AHI_47334c7165436c6b51326d6d5a4d734b585377734d77?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.4,Albert Heijn
Los Molinos Rosé,3.99,https://www.ah.be/producten/product/wi121507,https://static.ah.nl/dam/product/AHI_4354523130313934393837?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.2,Albert Heijn
Codorníu Zero rose bel,6.89,https://www.ah.be/producten/product/wi583543/codorniu-zero-rose-bel,https://static.ah.nl/dam/product/AHI_4354523130313930333538?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.6,Albert Heijn
Remy Pannier Rosé cuvée spéciale,5.49,https://www.ah.be/producten/product/wi65781,https://static.ah.nl/dam/product/AHI_4354523130313939363435?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.7,Albert Heijn
AH Excellent Selectie côtes de provence rosé,8.49,https://www.ah.be/producten/product/wi411744/ah-excellent-selectie-cotes-de-provence-rose,https://static.ah.nl/dam/product/AHI_43545239363736323430?revLabel=3&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,4.1,Albert Heijn
Stormhoek Cape rosé,5.99,https://www.ah.be/producten/product/wi160504,https://static.ah.nl/dam/product/AHI_43545239383332363635?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.2,Albert Heijn
AH Biologisch Rosé,4.99,https://www.ah.be/producten/product/wi186147/ah-biologisch-rose,https://static.ah.nl/dam/product/AHI_6573796772486f51535443436f616b64474245557967?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.1,Albert Heijn
AH Pinotage rosé,4.99,https://www.ah.be/producten/product/wi222340,https://static.ah.nl/dam/product/AHI_43545239393234323731?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.6,Albert Heijn
AH Fris & droge Franse huiswijn rosé,2.69,https://www.ah.be/producten/product/wi401921/ah-fris-en-droge-franse-huiswijn-rose,https://static.ah.nl/dam/product/AHI_59386a325475386a545179726461427634352d5a3641?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,,Albert Heijn
Sarmentino Zinfandel rosé,4.19,https://www.ah.be/producten/product/wi365927/sarmentino-zinfandel-rose,https://static.ah.nl/dam/product/AHI_434d50313439363636?revLabel=2&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.0,Albert Heijn
Tardia Sweet rose wine,4.99,https://www.ah.be/producten/product/wi571045,https://static.ah.nl/dam/product/AHI_304b666f777274595438656d786a51514b636d557a77?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,2.5,Albert Heijn
Château La Gordonne Rosé bio,9.99,https://www.ah.be/producten/product/wi99160/chateau-la-gordonne-rose-bio,https://static.ah.nl/dam/product/AHI_43545239383732343130?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.8,Albert Heijn
Côtes de Provence Beach rose,9.98,https://www.ah.be/producten/product/wi518465/cotes-de-provence-beach-rose,https://static.ah.nl/dam/product/AHI_4354523130313836313732?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.6,Albert Heijn
Cuvée Benedikt Cotes du rhone,5.69,https://www.ah.be/producten/product/wi517843,https://static.ah.nl/dam/product/AHI_4354523130313738353237?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Red,Other,3.6,Albert Heijn
Listel Rosé,3.99,https://www.ah.be/producten/product/wi459896/listel-rose,https://static.ah.nl/dam/product/AHI_4441777342575938532d57332d6e594144724b736351?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.4,Albert Heijn
Claire Patelin Rosé,5.49,https://www.ah.be/producten/product/wi517845/claire-patelin-rose,https://static.ah.nl/dam/product/AHI_4354523130313833393034?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.7,Albert Heijn
Wijntje Rosé bio,4.99,https://www.ah.be/producten/product/wi570706/wijntje-rose-bio,https://static.ah.nl/dam/product/AHI_7855392d356f316f5255716b713463742d7074455a77?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.6,Albert Heijn
Domaine de Saint Ser Rosé biodynamic wine,12.99,https://www.ah.be/producten/product/wi153914/domaine-de-saint-ser-rose-biodynamic-wine,https://static.ah.nl/dam/product/AHI_4354523130303938333231?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.8,Albert Heijn
Château Citran Bordeaux rose bel,8.99,https://www.ah.be/producten/product/wi580274/chateau-citran-bordeaux-rose-bel,https://static.ah.nl/dam/product/AHI_516c6f4351456e45516b7151696e436d5365795a7941?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.6,Albert Heijn
La Tulipe Rosé,4.99,https://www.ah.be/producten/product/wi184770/la-tulipe-rose,https://static.ah.nl/dam/product/AHI_4354523130313832383133?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.2,Albert Heijn
Recit de Provence Rosé,9.99,https://www.ah.be/producten/product/wi509365/recit-de-provence-rose,https://static.ah.nl/dam/product/AHI_4354523130313939363433?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,4.1,Albert Heijn
Cono Sur Bicicleta rosé,6.99,https://www.ah.be/producten/product/wi551070/cono-sur-bicicleta-rose,https://static.ah.nl/dam/product/AHI_4354523130303636383931?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.6,Albert Heijn
Vermeersch Graffiti rosé bib bel,24.99,https://www.ah.be/producten/product/wi555245/vermeersch-graffiti-rose-bib-bel,https://static.ah.nl/dam/product/AHI_43545239393532313035?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Box,,Albert Heijn
Coral de Peñascal Ethical rosé organic wine,6.99,https://www.ah.be/producten/product/wi570703/coral-de-penascal-ethical-rose-organic-wine,https://static.ah.nl/dam/product/AHI_4354523130303736323131?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.5,Albert Heijn
Hey you Rosé,5.79,https://www.ah.be/producten/product/wi570710/hey-you-rose,https://static.ah.nl/dam/product/AHI_543267617873396553714b54686b70325f782d545f41?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.6,Albert Heijn
Monte Carlo Côtes de Provence rosé bel,11.99,https://www.ah.be/producten/product/wi575697/monte-carlo-cotes-de-provence-rose-bel,https://static.ah.nl/dam/product/AHI_4354523130303731303037?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.7,Albert Heijn
Eco Balance Rose bel,6.99,https://www.ah.be/producten/product/wi588913/eco-balance-rose-bel,https://static.ah.nl/dam/product/AHI_6c55455a6c327866514c4b692d7068714f4a52576677?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.5,Albert Heijn
Cecchi Calipte Toscana rosato,9.99,https://www.ah.be/producten/product/wi590843/cecchi-calipte-toscana-rosato,https://static.ah.nl/dam/product/AHI_6c4b59464b694a4f535a754a6634352d4e744b6f6677?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.5,Albert Heijn
De Verhulstjes Rose,7.99,https://www.ah.be/producten/product/wi590889/de-verhulstjes-rose,https://static.ah.nl/dam/product/AHI_4354523130313639373031?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.4,Albert Heijn
"Freixenet 0,0% rosé bel",8.99,https://www.ah.be/producten/product/wi591672/freixenet-0-0-rose-bel,https://static.ah.nl/dam/product/AHI_4354523130313936363434?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,3.4,Albert Heijn
Côtes de Provence Rose,2.99,https://www.ah.be/producten/product/wi599409/cotes-de-provence-rose,https://static.ah.nl/dam/product/AHI_4f704872515273555356575133447663724841664967?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Rosé,Other,4.1,Albert Heijn
AH Glühwein,2.59,https://www.ah.be/producten/product/wi166391/ah-gluhwein,https://static.ah.nl/dam/product/AHI_43545239393535333739?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Red,Other,3.6,Albert Heijn
Hardys Cabernet shiraz merlot,8.99,https://www.ah.be/producten/product/wi136421,https://static.ah.nl/dam/product/AHI_4354523130313834393737?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Red,Other,3.6,Albert Heijn
19 Crimes Red blend,9.99,https://www.ah.be/producten/product/wi465836,https://static.ah.nl/dam/product/AHI_503748625f4b6b475231754a6f4f346f5f6b42786177?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Red,Other,4.0,Albert Heijn
Fantini Montepulciano d'abruzzo,5.99,https://www.ah.be/producten/product/wi55892,https://static.ah.nl/dam/product/AHI_434d50303739373431?revLabel=4&rendition=200x200_JPG_Q85&fileType=binary,Red,Other,3.5,Albert Heijn
Los Molinos Rood,10.99,https://www.ah.be/producten/product/wi440929/los-molinos-rood,https://static.ah.nl/dam/product/AHI_4354523130313931373630?revLabel=1&rendition=200x200_JPG_Q85&fileType=binary,Red,Other,3.2,Albert Heijn
Fantini Puglia primitivo,6.49,https://www.ah.be/producten/product/wi139788/fantini-puglia-primitivo,https://static.ah.nl/dam/product/AHI_434d50303739373339?revLabel=5&rendition=200x200_JPG_Q85&fileType=binary,Red,Other,3.6,Albert Heijn
